departure_city,destination_city,country,date_depart,departure_time_difference,departure_status,airline,airline_type,cleaned_airline
Berlin,Amsterdam,Netherlands,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Paris Orly,France,2024-07-02,0,On Time,Transavia France (TO),budget,Transavia France
Berlin,Cologne/Bonn,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Kaunas,Lithuania,2024-07-02,25,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LCY,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Brussels,Belgium,2024-07-02,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Istanbul IST,Turkey,2024-07-02,0,On Time,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Funchal,Portugal,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Stuttgart,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vienna,Austria,2024-07-02,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Madrid,Spain,2024-07-02,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Gran Canaria,Spain,2024-07-02,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Heraklion,Greece,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Zurich,Switzerland,2024-07-02,0,On Time,Swiss (LX),premium,Swiss
Berlin,Reykjavik,Iceland,2024-07-02,0,On Time,Icelandair (FI),premium,Icelandair
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Munich,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Izmir ADB,Turkey,2024-07-02,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,London LHR,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Larnaca,Cyprus,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Corfu,Greece,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Antalya,Turkey,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Vienna,Austria,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Zurich,Switzerland,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Antalya,Turkey,2024-07-02,340,Delayed,Sun Express (XQ),budget,Sun Express
Berlin,Stuttgart,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Cologne/Bonn,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Chisinau,Moldova,2024-07-02,0,On Time,Fly One (FIA),budget,Fly One
Berlin,Riga,Latvia,2024-07-02,0,On Time,Air Baltic (BT),premium,Air Baltic
Berlin,Milan LIN,Italy,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Trieste,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Belgrade,Serbia,2024-07-02,0,On Time,Wizz Air (W6),budget,Wizz Air
Berlin,Stockholm ARN,Sweden,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Dusseldorf,Germany,2024-07-02,0,Cancelled,Eurowings (EW),budget,Eurowings
Berlin,Luxembourg,Luxembourg,2024-07-02,0,On Time,Luxair (LG),premium,Luxair
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Helsinki,Finland,2024-07-02,0,On Time,Finnair (AY),premium,Finnair
Berlin,Saarbrücken,Germany,2024-07-02,0,On Time,Danish Air Transport (DX),premium,Danish Air Transport
Berlin,Munich,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Milan BGY,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Palermo,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-07-02,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Amsterdam,Netherlands,2024-07-02,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Oslo,Norway,2024-07-02,0,On Time,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Berlin,Split,Croatia,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Paris CDG,France,2024-07-02,0,On Time,Air France (AF),premium,Air France
Berlin,London STN,United Kingdom,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Zurich,Switzerland,2024-07-02,0,On Time,Swiss (LX),premium,Swiss
Berlin,Doha,Qatar,2024-07-02,0,On Time,Qatar Airways (QR),premium,Qatar Airways
Berlin,Frankfurt,Germany,2024-07-02,15,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Dusseldorf,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Munich,Germany,2024-07-02,20,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,New York EWR,United States,2024-07-02,0,On Time,United Airlines (UA),premium,United Airlines
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Dublin,Ireland,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Copenhagen,Denmark,2024-07-02,10,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,New York JFK,United States,2024-07-02,0,On Time,Delta Air Lines (DL),premium,Delta Air Lines
Berlin,London LGW,United Kingdom,2024-07-02,0,On Time,easyJet UK (U2),budget,Easyjet Uk
Berlin,Izmir ADB,Turkey,2024-07-02,20,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Rome FCO,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Antalya,Turkey,2024-07-02,105,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Copenhagen,Denmark,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Cologne/Bonn,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Malta,Malta,2024-07-02,15,Delayed,Air Malta (KM),premium,Air Malta
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Istanbul IST,Turkey,2024-07-02,0,On Time,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Munich,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Zurich,Switzerland,2024-07-02,22,Delayed,Swiss (LX),premium,Swiss
Berlin,Tel Aviv,Israel,2024-07-02,0,On Time,EL AL- Israel Airlines (LY),premium,El Al- Israel Airlines
Berlin,London LHR,United Kingdom,2024-07-02,15,Delayed,British Airways (BA),premium,British Airways
Berlin,Manchester,United Kingdom,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Warsaw,Poland,2024-07-02,10,Delayed,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Berlin,Pristina,Kosovo,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Luxembourg,Luxembourg,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Faro,Portugal,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-07-02,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Madrid,Spain,2024-07-02,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Athens,Greece,2024-07-02,40,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Berlin,Baku,Azerbaijan,2024-07-02,0,On Time,Azerbaijan Airlines (J2),premium,Azerbaijan Airlines
Berlin,London STN,United Kingdom,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Brussels,Belgium,2024-07-02,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,London LCY,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Stuttgart,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Monastir,Tunisia,2024-07-02,0,On Time,Nouvelair Tunisie (BJ),budget,Nouvelair Tunisie
Berlin,Paris CDG,France,2024-07-02,0,On Time,Air France (AF),premium,Air France
Berlin,Amsterdam,Netherlands,2024-07-02,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Istanbul SAW,Turkey,2024-07-02,0,On Time,(VF),budget,Valujet Airlines
Berlin,London LHR,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Tenerife,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Antalya,Turkey,2024-07-02,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Beirut,Lebanon,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Krakow,Poland,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Munich,Germany,2024-07-02,35,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Corfu,Greece,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Dusseldorf,Germany,2024-07-02,25,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Beirut,Lebanon,2024-07-02,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Helsinki,Finland,2024-07-02,0,On Time,Finnair (AY),premium,Finnair
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Istanbul SAW,Turkey,2024-07-02,0,On Time,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Stockholm ARN,Sweden,2024-07-02,0,On Time,Norwegian Air (D8),budget,Norwegian Air
Berlin,Budapest,Hungary,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Pula,Croatia,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Split,Croatia,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Munich,Germany,2024-07-02,10,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Reykjavik,Iceland,2024-07-02,0,On Time,Icelandair (FI),premium,Icelandair
Berlin,London LCY,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Milan LIN,Italy,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Stuttgart,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Heraklion,Greece,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Bologna,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Palma de Mallorca,Spain,2024-07-02,5,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Cologne/Bonn,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Amsterdam,Netherlands,2024-07-02,10,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Izmir ADB,Turkey,2024-07-02,275,Delayed,Sun Express (XQ),budget,Sun Express
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Budapest,Hungary,2024-07-02,105,Delayed,Wizz Air (W6),budget,Wizz Air
Berlin,Zurich,Switzerland,2024-07-02,0,On Time,Swiss (LX),premium,Swiss
Berlin,London LHR,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Barcelona,Spain,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Copenhagen,Denmark,2024-07-02,15,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Vienna,Austria,2024-07-02,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Istanbul IST,Turkey,2024-07-02,0,On Time,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Bourgas,Bulgaria,2024-07-02,100,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Nice,France,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Thessaloniki,Greece,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Pisa,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-07-02,35,Delayed,Air France (AF),premium,Air France
Berlin,Vilnius,Lithuania,2024-07-02,50,Delayed,Air Baltic (BT),premium,Air Baltic
Berlin,Birmingham,United Kingdom,2024-07-02,35,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Zurich,Switzerland,2024-07-02,25,Delayed,Swiss (LX),premium,Swiss
Berlin,Cairo,Egypt,2024-07-02,0,On Time,Egypt Air (MS),premium,Egypt Air
Berlin,Doha,Qatar,2024-07-02,0,On Time,Qatar Airways (QR),premium,Qatar Airways
Berlin,Barcelona,Spain,2024-07-02,0,On Time,Vueling Airlines (VY),budget,Vueling Airlines
Berlin,Bordeaux,France,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Nottingham EMA,United Kingdom,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Dusseldorf,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Catania,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Milan MXP,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Dublin,Ireland,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Istanbul SAW,Turkey,2024-07-02,45,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LCY,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Munich,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Stuttgart,Germany,2024-07-02,30,Delayed,Eurowings (EW),budget,Eurowings
Berlin,London LHR,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Cologne/Bonn,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Madrid,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-07-02,65,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Thessaloniki,Greece,2024-07-02,16,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Lisbon,Portugal,2024-07-02,20,Delayed,TAP Air Portugal (TP),premium,Tap Air Portugal
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Amsterdam,Netherlands,2024-07-02,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Rome FCO,Italy,2024-07-02,90,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Olbia,Italy,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Thessaloniki,Greece,2024-07-02,30,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Berlin,Split,Croatia,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Rome FCO,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Copenhagen,Denmark,2024-07-02,0,On Time,Norwegian Air (D8),budget,Norwegian Air
Berlin,Verona,Italy,2024-07-02,0,On Time,Volotea Airlines (VOE),budget,Volotea Airlines
Berlin,Skopje,North Macedonia,2024-07-02,0,On Time,Wizz Air (W6),budget,Wizz Air
Berlin,London LGW,United Kingdom,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Sofia,Bulgaria,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Zurich,Switzerland,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Paris CDG,France,2024-07-02,6,Delayed,Air France (AF),premium,Air France
Berlin,Helsinki,Finland,2024-07-02,0,On Time,Finnair (AY),premium,Finnair
Berlin,Paris Orly,France,2024-07-02,4,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Vienna,Austria,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Geneva,Switzerland,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Vienna,Austria,2024-07-02,0,Cancelled,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Manchester,United Kingdom,2024-07-02,65,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Budapest,Hungary,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-02,0,Cancelled,Lufthansa (LH),premium,Lufthansa
Berlin,Zurich,Switzerland,2024-07-02,0,On Time,Swiss (LX),premium,Swiss
Berlin,Brussels,Belgium,2024-07-02,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Paris Orly,France,2024-07-02,55,Delayed,Transavia France (TO),budget,Transavia France
Berlin,Amsterdam,Netherlands,2024-07-02,9,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Munich,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Tirana,Albania,2024-07-02,100,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Barcelona,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Antalya,Turkey,2024-07-02,145,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Paris CDG,France,2024-07-02,0,On Time,Air France (AF),premium,Air France
Berlin,Izmir ADB,Turkey,2024-07-02,25,Delayed,Corendon Airlines (CAI),budget,Corendon Airlines
Berlin,Rijeka,Croatia,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Malaga,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Helsinki,Finland,2024-07-02,15,Delayed,Finnair (AY),premium,Finnair
Berlin,Frankfurt,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Zurich,Switzerland,2024-07-02,40,Delayed,Swiss (LX),premium,Swiss
Berlin,Vienna,Austria,2024-07-02,60,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Stockholm ARN,Sweden,2024-07-02,15,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Madrid,Spain,2024-07-02,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Munich,Germany,2024-07-02,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LHR,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Palma de Mallorca,Spain,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Oslo,Norway,2024-07-02,0,On Time,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Berlin,Zagreb,Croatia,2024-07-02,115,Delayed,Croatia Airlines (OU),premium,Croatia Airlines
Berlin,Athens,Greece,2024-07-02,35,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Berlin,London STN,United Kingdom,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Stuttgart,Germany,2024-07-02,20,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Zurich,Switzerland,2024-07-02,44,Delayed,Swiss (LX),premium,Swiss
Berlin,Cologne/Bonn,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Dusseldorf,Germany,2024-07-02,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vilnius,Lithuania,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,London LHR,United Kingdom,2024-07-02,0,On Time,British Airways (BA),premium,British Airways
Berlin,Rome FCO,Italy,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Milan LIN,Italy,2024-07-02,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Luxembourg,Luxembourg,2024-07-02,0,On Time,Luxair (LG),premium,Luxair
Berlin,Antalya,Turkey,2024-07-02,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Varna,Bulgaria,2024-07-02,90,Delayed,Wizz Air (W6),budget,Wizz Air
Berlin,Dublin,Ireland,2024-07-02,25,Delayed,Aer Lingus (EI),premium,Aer Lingus
Berlin,Basel,Switzerland,2024-07-02,9,Delayed,easyJet Switzerland (DS),budget,Easyjet Switzerland
Berlin,Iasi,Romania,2024-07-02,50,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Samsun Carsamba,Turkey,2024-07-02,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Bergen BGO,Norway,2024-07-02,0,On Time,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Berlin,Barcelona,Spain,2024-07-02,0,On Time,Vueling Airlines (VY),budget,Vueling Airlines
Berlin,Bristol,United Kingdom,2024-07-02,0,On Time,easyJet UK (U2),budget,Easyjet Uk
Berlin,Ibiza,Spain,2024-07-02,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Heraklion,Greece,2024-07-03,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Castellón de la Plana,Spain,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Tallinn,Estonia,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Zadar,Croatia,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Dublin,Ireland,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Amsterdam,Netherlands,2024-07-03,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Bourgas,Bulgaria,2024-07-03,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Lisbon,Portugal,2024-07-03,0,On Time,TAP Air Portugal (TP),premium,Tap Air Portugal
Berlin,Thessaloniki,Greece,2024-07-03,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Malaga,Spain,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Thessaloniki,Greece,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Basel,Switzerland,2024-07-03,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Copenhagen,Denmark,2024-07-03,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Venice,Italy,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-07-03,0,On Time,Air France (AF),premium,Air France
Berlin,Heraklion,Greece,2024-07-03,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Cologne/Bonn,Germany,2024-07-03,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Munich,Germany,2024-07-03,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Dusseldorf,Germany,2024-07-03,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Paris Orly,France,2024-07-03,30,Delayed,Transavia France (TO),budget,Transavia France
Berlin,Frankfurt,Germany,2024-07-03,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LCY,United Kingdom,2024-07-03,0,On Time,British Airways (BA),premium,British Airways
Berlin,Brussels,Belgium,2024-07-03,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Istanbul IST,Turkey,2024-07-03,0,On Time,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Split,Croatia,2024-07-03,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Stuttgart,Germany,2024-07-03,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vienna,Austria,2024-07-03,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Geneva,Switzerland,2024-07-03,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
