departure_city,destination_city,country,date_arrive,arrival_time_difference,arrival_status,airline,airline_type,cleaned_airline
Paris CDG,Berlin,France,2024-07-02,2,Delayed,Air France (AF),premium,Air France
London LHR,Berlin,United Kingdom,2024-07-02,-1,Early,British Airways (BA),premium,British Airways
Istanbul SAW,Berlin,Turkey,2024-07-02,-11,Early,(VF),budget,Valujet Airlines
Naples,Berlin,Italy,2024-07-02,39,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Zurich,Berlin,Switzerland,2024-07-02,-23,Early,Eurowings (EW),budget,Eurowings
Amsterdam,Berlin,Netherlands,2024-07-02,-5,Early,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Antalya,Berlin,Turkey,2024-07-02,31,Delayed,Sun Express (XQ),budget,Sun Express
Varna,Berlin,Bulgaria,2024-07-02,-9,Early,SUNDAIR (SDR),budget,Sundair
Tenerife,Berlin,Spain,2024-07-02,-17,Early,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-02,33,Delayed,Lufthansa (LH),premium,Lufthansa
Dusseldorf,Berlin,Germany,2024-07-02,41,Delayed,Eurowings (EW),budget,Eurowings
Istanbul SAW,Berlin,Turkey,2024-07-02,9,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Athens,Berlin,Greece,2024-07-02,13,Delayed,Ryanair (FR),budget,Ryanair
Helsinki,Berlin,Finland,2024-07-02,-20,Early,Finnair (AY),premium,Finnair
Milan LIN,Berlin,Italy,2024-07-02,-12,Early,easyJet Europe (EJU),budget,Easyjet Europe
Palma de Mallorca,Berlin,Spain,2024-07-02,12,Delayed,Ryanair (FR),budget,Ryanair
Stockholm ARN,Berlin,Sweden,2024-07-02,-5,Early,Norwegian Air (D8),budget,Norwegian Air
Frankfurt,Berlin,Germany,2024-07-02,1,Delayed,Lufthansa (LH),premium,Lufthansa
Budapest,Berlin,Hungary,2024-07-02,76,Delayed,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-02,13,Delayed,Lufthansa (LH),premium,Lufthansa
Reykjavik,Berlin,Iceland,2024-07-02,-21,Early,Icelandair (FI),premium,Icelandair
Copenhagen,Berlin,Denmark,2024-07-02,39,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Malaga,Berlin,Spain,2024-07-02,-2,Early,Eurowings (EW),budget,Eurowings
London LHR,Berlin,United Kingdom,2024-07-02,5,Delayed,British Airways (BA),premium,British Airways
Corfu,Berlin,Greece,2024-07-02,11,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
London STN,Berlin,United Kingdom,2024-07-02,-6,Early,Ryanair (FR),budget,Ryanair
London LCY,Berlin,United Kingdom,2024-07-02,-20,Early,British Airways (BA),premium,British Airways
Split,Berlin,Croatia,2024-07-02,-7,Early,easyJet Europe (EJU),budget,Easyjet Europe
Cologne/Bonn,Berlin,Germany,2024-07-02,1,Delayed,Eurowings (EW),budget,Eurowings
Izmir ADB,Berlin,Turkey,2024-07-02,135,Delayed,Sun Express (XQ),budget,Sun Express
Malaga,Berlin,Spain,2024-07-02,-1,Early,easyJet Europe (EJU),budget,Easyjet Europe
Lisbon,Berlin,Portugal,2024-07-02,34,Delayed,Ryanair (FR),budget,Ryanair
Amsterdam,Berlin,Netherlands,2024-07-02,9,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Istanbul IST,Berlin,Turkey,2024-07-02,12,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Frankfurt,Berlin,Germany,2024-07-02,4,Delayed,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-07-02,11,Delayed,Swiss (LX),premium,Swiss
Doha,Berlin,Qatar,2024-07-02,5,Delayed,Qatar Airways (QR),premium,Qatar Airways
London LHR,Berlin,United Kingdom,2024-07-02,55,Delayed,British Airways (BA),premium,British Airways
Budapest,Berlin,Hungary,2024-07-02,90,Delayed,Wizz Air (W6),budget,Wizz Air
Heraklion,Berlin,Greece,2024-07-02,40,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Vienna,Berlin,Austria,2024-07-02,4,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Barcelona,Berlin,Spain,2024-07-02,-11,Early,easyJet Europe (EJU),budget,Easyjet Europe
Copenhagen,Berlin,Denmark,2024-07-02,1,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Luxembourg,Berlin,Luxembourg,2024-07-02,1,Delayed,Ryanair (FR),budget,Ryanair
Paris CDG,Berlin,France,2024-07-02,-7,Early,Air France (AF),premium,Air France
Cairo,Berlin,Egypt,2024-07-02,11,Delayed,Egypt Air (MS),premium,Egypt Air
Pisa,Berlin,Italy,2024-07-02,-2,Early,Ryanair (FR),budget,Ryanair
Vilnius,Berlin,Lithuania,2024-07-02,30,Delayed,Air Baltic (BT),premium,Air Baltic
Zurich,Berlin,Switzerland,2024-07-02,22,Delayed,Swiss (LX),premium,Swiss
Birmingham,Berlin,United Kingdom,2024-07-02,20,Delayed,Ryanair (FR),budget,Ryanair
Barcelona,Berlin,Spain,2024-07-02,6,Delayed,Vueling Airlines (VY),budget,Vueling Airlines
Manchester,Berlin,United Kingdom,2024-07-02,69,Delayed,Ryanair (FR),budget,Ryanair
Istanbul SAW,Berlin,Turkey,2024-07-02,47,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Rome FCO,Berlin,Italy,2024-07-02,18,Delayed,Ryanair (FR),budget,Ryanair
Antalya,Berlin,Turkey,2024-07-02,57,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Palma de Mallorca,Berlin,Spain,2024-07-02,2,Delayed,Eurowings (EW),budget,Eurowings
Dusseldorf,Berlin,Germany,2024-07-02,-7,Early,Eurowings (EW),budget,Eurowings
Frankfurt,Berlin,Germany,2024-07-02,-3,Early,Lufthansa (LH),premium,Lufthansa
Milan MXP,Berlin,Italy,2024-07-02,14,Delayed,Ryanair (FR),budget,Ryanair
London LCY,Berlin,United Kingdom,2024-07-02,6,Delayed,British Airways (BA),premium,British Airways
Larnaca,Berlin,Cyprus,2024-07-02,41,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Palma de Mallorca,Berlin,Spain,2024-07-02,12,Delayed,Eurowings (EW),budget,Eurowings
Munich,Berlin,Germany,2024-07-02,4,Delayed,Lufthansa (LH),premium,Lufthansa
Vienna,Berlin,Austria,2024-07-02,70,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Cologne/Bonn,Berlin,Germany,2024-07-02,-13,Early,Eurowings (EW),budget,Eurowings
Stuttgart,Berlin,Germany,2024-07-02,29,Delayed,Eurowings (EW),budget,Eurowings
Lisbon,Berlin,Portugal,2024-07-02,14,Delayed,TAP Air Portugal (TP),premium,Tap Air Portugal
Madrid,Berlin,Spain,2024-07-02,38,Delayed,Ryanair (FR),budget,Ryanair
Antalya,Berlin,Turkey,2024-07-02,55,Delayed,Sun Express (XQ),budget,Sun Express
Amsterdam,Berlin,Netherlands,2024-07-02,-4,Early,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Pristina,Berlin,Kosovo,2024-07-02,-25,Early,easyJet Europe (EJU),budget,Easyjet Europe
Thessaloniki,Berlin,Greece,2024-07-02,27,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Frankfurt,Berlin,Germany,2024-07-02,-4,Early,Lufthansa (LH),premium,Lufthansa
Rome FCO,Berlin,Italy,2024-07-02,99,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Paris CDG,Berlin,France,2024-07-02,13,Delayed,Air France (AF),premium,Air France
Funchal,Berlin,Portugal,2024-07-02,-25,Early,easyJet Europe (EJU),budget,Easyjet Europe
Gran Canaria,Berlin,Spain,2024-07-02,-10,Early,Ryanair (FR),budget,Ryanair
Copenhagen,Berlin,Denmark,2024-07-02,-16,Early,Norwegian Air (D8),budget,Norwegian Air
Skopje,Berlin,North Macedonia,2024-07-02,29,Delayed,Wizz Air (W6),budget,Wizz Air
Ankara ESB,Berlin,Turkey,2024-07-02,34,Delayed,Sun Express (XQ),budget,Sun Express
Pula,Berlin,Croatia,2024-07-02,-21,Early,easyJet Europe (EJU),budget,Easyjet Europe
Stuttgart,Berlin,Germany,2024-07-02,-10,Early,Eurowings (EW),budget,Eurowings
Cologne/Bonn,Berlin,Germany,2024-07-02,-7,Early,Eurowings (EW),budget,Eurowings
Verona,Berlin,Italy,2024-07-02,-5,Early,Volotea Airlines (VOE),budget,Volotea Airlines
Vienna,Berlin,Austria,2024-07-02,0,Cancelled,Austrian Airlines (OS),premium,Austrian Airlines
Istanbul IST,Berlin,Turkey,2024-07-02,28,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Venice,Berlin,Italy,2024-07-02,17,Delayed,Ryanair (FR),budget,Ryanair
Frankfurt,Berlin,Germany,2024-07-02,0,Cancelled,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-07-02,1,Delayed,Swiss (LX),premium,Swiss
Brussels,Berlin,Belgium,2024-07-02,-9,Early,Brussels Airlines (SN),premium,Brussels Airlines
Split,Berlin,Croatia,2024-07-02,4,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Amsterdam,Berlin,Netherlands,2024-07-02,19,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Paris Orly,Berlin,France,2024-07-02,46,Delayed,Transavia France (TO),budget,Transavia France
Antalya,Berlin,Turkey,2024-07-02,136,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Corfu,Berlin,Greece,2024-07-02,47,Delayed,Ryanair (FR),budget,Ryanair
Gran Canaria,Berlin,Spain,2024-07-02,-6,Early,SUNDAIR (SDR),budget,Sundair
Tirana,Berlin,Albania,2024-07-02,77,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Bologna,Berlin,Italy,2024-07-02,-4,Early,Ryanair (FR),budget,Ryanair
Hurghada,Berlin,Egypt,2024-07-02,68,Delayed,Air Cairo (SM),budget,Air Cairo
Barcelona,Berlin,Spain,2024-07-02,-4,Early,Ryanair (FR),budget,Ryanair
Milan LIN,Berlin,Italy,2024-07-02,-12,Early,easyJet Europe (EJU),budget,Easyjet Europe
Zadar,Berlin,Croatia,2024-07-02,144,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-02,-2,Early,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-07-02,44,Delayed,Swiss (LX),premium,Swiss
Vienna,Berlin,Austria,2024-07-02,62,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Helsinki,Berlin,Finland,2024-07-02,-5,Early,Finnair (AY),premium,Finnair
Madrid,Berlin,Spain,2024-07-02,-1,Early,IBERIA Express (IBS),budget,Iberia Express
Munich,Berlin,Germany,2024-07-02,5,Delayed,Lufthansa (LH),premium,Lufthansa
Stockholm ARN,Berlin,Sweden,2024-07-02,13,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
London LHR,Berlin,United Kingdom,2024-07-02,10,Delayed,British Airways (BA),premium,British Airways
Malaga,Berlin,Spain,2024-07-02,37,Delayed,Ryanair (FR),budget,Ryanair
Palma de Mallorca,Berlin,Spain,2024-07-02,51,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Athens,Berlin,Greece,2024-07-02,33,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Oslo,Berlin,Norway,2024-07-02,-12,Early,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Zagreb,Berlin,Croatia,2024-07-02,115,Delayed,Croatia Airlines (OU),premium,Croatia Airlines
Zurich,Berlin,Switzerland,2024-07-02,44,Delayed,Swiss (LX),premium,Swiss
Cologne/Bonn,Berlin,Germany,2024-07-02,-7,Early,Eurowings (EW),budget,Eurowings
Stuttgart,Berlin,Germany,2024-07-02,16,Delayed,Eurowings (EW),budget,Eurowings
Dusseldorf,Berlin,Germany,2024-07-02,1,Delayed,Eurowings (EW),budget,Eurowings
London STN,Berlin,United Kingdom,2024-07-02,6,Delayed,Ryanair (FR),budget,Ryanair
London LHR,Berlin,United Kingdom,2024-07-02,-2,Early,British Airways (BA),premium,British Airways
Nice,Berlin,France,2024-07-02,3,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Luxembourg,Berlin,Luxembourg,2024-07-02,-2,Early,Luxair (LG),premium,Luxair
Antalya,Berlin,Turkey,2024-07-02,43,Delayed,Sun Express (XQ),budget,Sun Express
Paris CDG,Berlin,France,2024-07-02,-4,Early,easyJet Europe (EJU),budget,Easyjet Europe
Vilnius,Berlin,Lithuania,2024-07-02,-10,Early,Ryanair (FR),budget,Ryanair
Nottingham EMA,Berlin,United Kingdom,2024-07-02,-13,Early,Ryanair (FR),budget,Ryanair
Antalya,Berlin,Turkey,2024-07-02,4,Delayed,Sun Express (XQ),budget,Sun Express
Rome FCO,Berlin,Italy,2024-07-02,44,Delayed,Ryanair (FR),budget,Ryanair
Palma de Mallorca,Berlin,Spain,2024-07-02,15,Delayed,Ryanair (FR),budget,Ryanair
Palma de Mallorca,Berlin,Spain,2024-07-02,14,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Thessaloniki,Berlin,Greece,2024-07-02,160,Delayed,Ryanair (FR),budget,Ryanair
Frankfurt,Berlin,Germany,2024-07-02,-12,Early,Lufthansa (LH),premium,Lufthansa
Dublin,Berlin,Ireland,2024-07-02,5,Delayed,Aer Lingus (EI),premium,Aer Lingus
Munich,Berlin,Germany,2024-07-02,9,Delayed,Lufthansa (LH),premium,Lufthansa
Istanbul IST,Berlin,Turkey,2024-07-02,7,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Varna,Berlin,Bulgaria,2024-07-02,88,Delayed,Wizz Air (W6),budget,Wizz Air
Basel,Berlin,Switzerland,2024-07-02,-25,Early,easyJet Switzerland (DS),budget,Easyjet Switzerland
Iasi,Berlin,Romania,2024-07-02,43,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
London LCY,Berlin,United Kingdom,2024-07-02,11,Delayed,British Airways (BA),premium,British Airways
Bourgas,Berlin,Bulgaria,2024-07-02,120,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Barcelona,Berlin,Spain,2024-07-02,-3,Early,Vueling Airlines (VY),budget,Vueling Airlines
Bergen BGO,Berlin,Norway,2024-07-02,-10,Early,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Heraklion,Berlin,Greece,2024-07-02,24,Delayed,Eurowings (EW),budget,Eurowings
Vienna,Berlin,Austria,2024-07-02,-28,Early,Eurowings (EW),budget,Eurowings
Dublin,Berlin,Ireland,2024-07-02,33,Delayed,Ryanair (FR),budget,Ryanair
Ibiza,Berlin,Spain,2024-07-02,1,Delayed,Ryanair (FR),budget,Ryanair
Bristol,Berlin,United Kingdom,2024-07-02,-11,Early,easyJet UK (U2),budget,Easyjet Uk
Warsaw,Berlin,Poland,2024-07-02,-14,Early,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Zurich,Berlin,Switzerland,2024-07-02,-22,Early,Eurowings (EW),budget,Eurowings
Beirut,Berlin,Lebanon,2024-07-02,21,Delayed,Eurowings (EW),budget,Eurowings
Split,Berlin,Croatia,2024-07-02,10,Delayed,Eurowings (EW),budget,Eurowings
Amsterdam,Berlin,Netherlands,2024-07-02,25,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Catania,Berlin,Italy,2024-07-02,65,Delayed,Ryanair (FR),budget,Ryanair
Vienna,Berlin,Austria,2024-07-02,3,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Paris Orly,Berlin,France,2024-07-02,-1,Early,easyJet Europe (EJU),budget,Easyjet Europe
Brussels,Berlin,Belgium,2024-07-02,-16,Early,Brussels Airlines (SN),premium,Brussels Airlines
Lisbon,Berlin,Portugal,2024-07-02,47,Delayed,TAP Air Portugal (TP),premium,Tap Air Portugal
London LHR,Berlin,United Kingdom,2024-07-02,-4,Early,British Airways (BA),premium,British Airways
Copenhagen,Berlin,Denmark,2024-07-02,-6,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
London LGW,Berlin,United Kingdom,2024-07-02,26,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-02,2,Delayed,Lufthansa (LH),premium,Lufthansa
Beirut,Berlin,Lebanon,2024-07-02,-2,Early,SUNDAIR (SDR),budget,Sundair
Geneva,Berlin,Switzerland,2024-07-02,9,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Budapest,Berlin,Hungary,2024-07-02,11,Delayed,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-02,34,Delayed,Lufthansa (LH),premium,Lufthansa
Paris CDG,Berlin,France,2024-07-02,-7,Early,Air France (AF),premium,Air France
Rome FCO,Berlin,Italy,2024-07-02,15,Delayed,Ryanair (FR),budget,Ryanair
Sofia,Berlin,Bulgaria,2024-07-02,20,Delayed,Ryanair (FR),budget,Ryanair
Olbia,Berlin,Italy,2024-07-02,-25,Early,easyJet Europe (EJU),budget,Easyjet Europe
Pisa,Berlin,Italy,2024-07-02,-1,Early,easyJet Europe (EJU),budget,Easyjet Europe
Rijeka,Berlin,Croatia,2024-07-02,-15,Early,easyJet Europe (EJU),budget,Easyjet Europe
Zurich,Berlin,Switzerland,2024-07-02,16,Delayed,Swiss (LX),premium,Swiss
Manchester,Berlin,United Kingdom,2024-07-02,26,Delayed,Ryanair (FR),budget,Ryanair
Madrid,Berlin,Spain,2024-07-02,2,Delayed,IBERIA Express (IBS),budget,Iberia Express
Paris Orly,Berlin,France,2024-07-02,-10,Early,Transavia France (TO),budget,Transavia France
Palma de Mallorca,Berlin,Spain,2024-07-02,-3,Early,Eurowings (EW),budget,Eurowings
Samsun Carsamba,Berlin,Turkey,2024-07-03,-18,Early,Sun Express (XQ),budget,Sun Express
Doha,Berlin,Qatar,2024-07-03,-10,Early,Qatar Airways (QR),premium,Qatar Airways
Stuttgart,Berlin,Germany,2024-07-03,0,On Time,Eurowings (EW),budget,Eurowings
Frankfurt,Berlin,Germany,2024-07-03,-3,Early,Lufthansa (LH),premium,Lufthansa
Cologne/Bonn,Berlin,Germany,2024-07-03,6,Delayed,Eurowings (EW),budget,Eurowings
New York JFK,Berlin,United States,2024-07-03,-45,Early,Delta Air Lines (DL),premium,Delta Air Lines
Pristina,Berlin,Kosovo,2024-07-03,0,Cancelled,(IV),budget,Windjet
Dusseldorf,Berlin,Germany,2024-07-03,-4,Early,Eurowings (EW),budget,Eurowings
Frankfurt,Berlin,Germany,2024-07-03,-11,Early,Lufthansa (LH),premium,Lufthansa
Helsinki,Berlin,Finland,2024-07-03,-9,Early,Finnair (AY),premium,Finnair
Saarbrücken,Berlin,Germany,2024-07-03,-10,Early,Danish Air Transport (DX),premium,Danish Air Transport
Munich,Berlin,Germany,2024-07-03,-2,Early,Lufthansa (LH),premium,Lufthansa
Vienna,Berlin,Austria,2024-07-03,-2,Early,Austrian Airlines (OS),premium,Austrian Airlines
Pisa,Berlin,Italy,2024-07-03,-25,Early,Ryanair (FR),budget,Ryanair
Milan BGY,Berlin,Italy,2024-07-03,-10,Early,Ryanair (FR),budget,Ryanair
Amsterdam,Berlin,Netherlands,2024-07-03,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Kutaisi,Berlin,Georgia,2024-07-03,-28,Early,Wizz Air (W6),budget,Wizz Air
Oslo,Berlin,Norway,2024-07-03,11,Delayed,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Milan LIN,Berlin,Italy,2024-07-03,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Antalya,Berlin,Turkey,2024-07-03,-16,Early,Pegasus Airlines (PC),budget,Pegasus Airlines
Paris CDG,Berlin,France,2024-07-03,-8,Early,Air France (AF),premium,Air France
Dubrovnik,Berlin,Croatia,2024-07-03,-18,Early,Ryanair (FR),budget,Ryanair
Zurich,Berlin,Switzerland,2024-07-03,3,Delayed,Swiss (LX),premium,Swiss
Copenhagen,Berlin,Denmark,2024-07-03,-12,Early,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-03,-14,Early,Lufthansa (LH),premium,Lufthansa
Munich,Berlin,Germany,2024-07-03,9,Delayed,Lufthansa (LH),premium,Lufthansa
Cologne/Bonn,Berlin,Germany,2024-07-03,-3,Early,Eurowings (EW),budget,Eurowings
Istanbul IST,Berlin,Turkey,2024-07-03,-20,Early,Turkish Airlines (TK),premium,Turkish Airlines
Dusseldorf,Berlin,Germany,2024-07-03,-8,Early,Eurowings (EW),budget,Eurowings
Copenhagen,Berlin,Denmark,2024-07-03,-7,Early,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
London LGW,Berlin,United Kingdom,2024-07-03,-20,Early,easyJet UK (U2),budget,Easyjet Uk
Basel,Berlin,Switzerland,2024-07-03,-8,Early,easyJet Europe (EJU),budget,Easyjet Europe
Tel Aviv,Berlin,Israel,2024-07-03,26,Delayed,EL AL- Israel Airlines (LY),premium,El Al- Israel Airlines
Zadar,Berlin,Croatia,2024-07-03,-8,Early,Ryanair (FR),budget,Ryanair
Palma de Mallorca,Berlin,Spain,2024-07-03,-10,Early,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-03,-15,Early,Lufthansa (LH),premium,Lufthansa
Dublin,Berlin,Ireland,2024-07-03,0,Cancelled,Aer Lingus (EI),premium,Aer Lingus
Venice,Berlin,Italy,2024-07-03,-11,Early,Ryanair (FR),budget,Ryanair
Reggio Calabria,Berlin,Italy,2024-07-03,-36,Early,Ryanair (FR),budget,Ryanair
Barcelona,Berlin,Spain,2024-07-03,-16,Early,Vueling Airlines (VY),budget,Vueling Airlines
Munich,Berlin,Germany,2024-07-03,6,Delayed,Lufthansa (LH),premium,Lufthansa
Zurich,Berlin,Switzerland,2024-07-03,-1,Early,Swiss (LX),premium,Swiss
Bolzano,Berlin,Italy,2024-07-03,-8,Early,(BQ),budget,Bluebird Airways
Stuttgart,Berlin,Germany,2024-07-03,2,Delayed,Eurowings (EW),budget,Eurowings
Tallinn,Berlin,Estonia,2024-07-03,-13,Early,Ryanair (FR),budget,Ryanair
London LHR,Berlin,United Kingdom,2024-07-03,-12,Early,British Airways (BA),premium,British Airways
Antalya,Berlin,Turkey,2024-07-03,-11,Early,Freebird Airlines (FHY),budget,Freebird Airlines
Vienna,Berlin,Austria,2024-07-03,-10,Early,Austrian Airlines (OS),premium,Austrian Airlines
Warsaw,Berlin,Poland,2024-07-03,0,On Time,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Palma de Mallorca,Berlin,Spain,2024-07-03,5,Delayed,Ryanair (FR),budget,Ryanair
Madrid,Berlin,Spain,2024-07-03,-10,Early,IBERIA Express (IBS),budget,Iberia Express
Singapore,Berlin,Singapore,2024-07-03,-40,Early,Scoot (TR),budget,Scoot
Athens,Berlin,Greece,2024-07-03,-7,Early,Aegean Airlines (A3),premium,Aegean Airlines
Rome FCO,Berlin,Italy,2024-07-03,-2,Early,Ryanair (FR),budget,Ryanair
London LTN,Berlin,United Kingdom,2024-07-03,7,Delayed,easyJet UK (U2),budget,Easyjet Uk
Brussels,Berlin,Belgium,2024-07-03,26,Delayed,Brussels Airlines (SN),premium,Brussels Airlines
Nice,Berlin,France,2024-07-03,-8,Early,Eurowings (EW),budget,Eurowings
Frankfurt,Berlin,Germany,2024-07-03,24,Delayed,Lufthansa (LH),premium,Lufthansa
Dublin,Berlin,Ireland,2024-07-03,-9,Early,Ryanair (FR),budget,Ryanair
Lisbon,Berlin,Portugal,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Paris CDG,Berlin,France,2024-07-03,66,Delayed,Air France (AF),premium,Air France
Geneva,Berlin,Switzerland,2024-07-03,-11,Early,easyJet Europe (EJU),budget,Easyjet Europe
Vienna,Berlin,Austria,2024-07-03,-13,Early,Eurowings (EW),budget,Eurowings
Split,Berlin,Croatia,2024-07-03,-10,Early,easyJet Europe (EJU),budget,Easyjet Europe
Thessaloniki,Berlin,Greece,2024-07-03,-8,Early,Ryanair (FR),budget,Ryanair
Istanbul SAW,Berlin,Turkey,2024-07-03,5,Delayed,(VF),budget,Valujet Airlines
Zurich,Berlin,Switzerland,2024-07-03,-17,Early,Eurowings (EW),budget,Eurowings
Reykjavik,Berlin,Iceland,2024-07-03,-9,Early,(OG),budget,One-Two-Go Airlines
London LHR,Berlin,United Kingdom,2024-07-03,0,On Time,British Airways (BA),premium,British Airways
Antalya,Berlin,Turkey,2024-07-03,26,Delayed,Sun Express (XQ),budget,Sun Express
Thessaloniki,Berlin,Greece,2024-07-03,-7,Early,easyJet Europe (EJU),budget,Easyjet Europe
Istanbul IST,Berlin,Turkey,2024-07-03,12,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Edinburgh,Berlin,United Kingdom,2024-07-03,0,On Time,Ryanair (FR),budget,Ryanair
Munich,Berlin,Germany,2024-07-03,-1,Early,Lufthansa (LH),premium,Lufthansa
Bourgas,Berlin,Bulgaria,2024-07-03,-23,Early,SUNDAIR (SDR),budget,Sundair
Istanbul SAW,Berlin,Turkey,2024-07-03,-10,Early,Pegasus Airlines (PC),budget,Pegasus Airlines
Castellón de la Plana,Berlin,Spain,2024-07-03,-8,Early,Ryanair (FR),budget,Ryanair
Lisbon,Berlin,Portugal,2024-07-03,15,Delayed,TAP Air Portugal (TP),premium,Tap Air Portugal
Helsinki,Berlin,Finland,2024-07-03,-14,Early,Finnair (AY),premium,Finnair
Porto,Berlin,Portugal,2024-07-03,-17,Early,Eurowings (EW),budget,Eurowings
Milan LIN,Berlin,Italy,2024-07-03,-3,Early,easyJet Europe (EJU),budget,Easyjet Europe
Frankfurt,Berlin,Germany,2024-07-03,12,Delayed,Lufthansa (LH),premium,Lufthansa
Heraklion,Berlin,Greece,2024-07-03,9,Delayed,Eurowings (EW),budget,Eurowings
